"","player_name","overall_rating","player_api_id","sum_gk","Number_of_appearances","leagues_played"
"5831","Wallace",65,109332,131,27,1
"5832","Marco Davide Faraoni",74,109338,59,12,1
"5833","Martyn Waghorn",67,109434,112,1,1
"5834","Jay Rodriguez",77,109491,116,57,1
"5835","Mohamed Chalali",60,109588,44,4,1
"5836","Benjamin Police",52,109589,109,2,1
"5837","Mohamed Youssouf",55,109590,118,2,1
"5838","Omer Toprak",81,109615,135,151,1
"5839","Wellington",67,109616,128,2,1
"5840","Steven Nzonzi",79,109621,147,206,2
"5841","Scott Fox",62,109622,305,70,1
"5842","Jacob Lensky",70,109637,151,55,1
"5843","Leroy Fer",76,109638,139,174,2
"5844","Jordy Buijs",67,109639,42,154,1
"5845","Vito Wormgoor",69,109647,59,156,1
"5846","Mitchell Donald",71,109648,134,95,1
"5847","Jan-Arie van der Heijden",74,109649,144,190,1
"5848","Marco van Duin",60,109650,295,3,1
"5849","Gregory van der Wiel",78,109651,126,177,2
"5850","Vurnon Anita",75,109652,132,175,2
"5851","John Goossens",72,109653,124,64,1
"5852","Marc McAusland",63,109786,55,148,1
"5853","James Tomkins",75,109897,124,143,1
"5854","Jack Collison",75,109898,148,48,1
"5855","Josimar Lima",65,110106,130,20,1
"5856","Niels Vorthoren",63,110107,52,15,1
"5857","Lex van Haeften",56,110108,273,1,1
"5858","Ryan Koolwijk",70,110110,42,121,1
"5859","Arjan van Dijk",63,110112,314,12,1
"5860","Daan Bovenberg",68,110113,53,90,1
"5861","Joshua John",73,110115,83,27,1
"5862","Tim Breukers",69,110116,138,134,1
"5863","Bart van Brakel",63,110128,57,6,1
"5864","Rick Verbeek",63,110132,132,2,1
"5865","Sjoerd Overgoor",66,110135,62,92,1
"5866","Rik Sebens",58,110136,62,2,1
"5867","Arnor Smarason",67,110137,121,3,1
"5868","Calvin Jong-a-Pin",68,110138,129,59,1
"5869","Geert Arend Roorda",69,110139,137,26,1
"5870","Donovan Deekman",65,110140,131,6,1
"5871","Jeroen Veldmate",67,110142,67,43,1
"5872","Martijn van der Laan",67,110145,51,55,1
"5873","Shkodran Metaj",65,110146,129,27,1
"5874","Douglas",79,110147,121,130,1
"5875","Marko Arnautovic",79,110148,118,136,3
"5876","Kees van Buuren",61,110150,46,22,1
"5877","Wesley de Ruiter",66,110154,328,42,1
"5878","Gianluca Nijholt",68,110156,140,21,1
"5879","Donny Gorter",69,110159,135,95,1
"5880","Michiel Kramer",74,110161,65,71,1
"5881","Kevin van Diermen",67,110168,119,45,1
"5882","Aron Gunnarsson",70,110169,137,17,1
"5883","Dion Malone",68,110184,51,104,1
"5884","Ruud van de Rijt",63,110185,53,4,1
"5885","Nacer Chadli",79,110189,58,124,2
"5886","Melvin de Leeuw",62,110206,49,22,1
"5887","Joey van den Berg",72,110214,51,109,1
"5888","Brayan Angulo",70,110331,125,50,2
"5889","Panagiotis Tachtsidis",75,110378,126,72,1
"5890","Matias Omar Degra",66,110382,340,21,1
"5891","Graham Cummins",62,110738,50,23,1
"5892","Stergos Marinos",71,110878,146,39,1
"5893","Matias Rodriguez",73,110883,51,1,1
"5894","Chris Herd",70,110947,142,31,1
"5895","Nikos Karelis",73,110948,49,7,1
"5896","Srdjan Blazic",64,111025,326,12,1
"5897","Matias Alustiza",74,111033,46,1,1
"5898","Callum McGregor",67,111060,54,23,1
"5899","Christian Bekamenga",71,111068,81,17,1
"5900","Zsolt Laczko",68,111182,35,7,1
"5901","Laure",74,111190,136,93,1
"5902","Thomas Bosmel",63,111193,321,3,1
"5903","Ismaila N'Diaye",64,111194,127,32,2
"5904","Marco Pappa",71,111199,132,2,1
"5905","Vicente Iborra",81,111237,131,147,1
"5906","Loic Nestor",65,111703,108,9,1
"5907","Selim Bouadla",64,111704,101,6,2
"5908","Simone Romagnoli",71,111739,55,36,1
"5909","Mauro Vigorito",65,111741,320,1,1
"5910","Daniele Ragatzu",70,111747,107,8,1
"5911","Mathieu Dossevi",75,111787,117,129,2
"5912","Luca Siligardi",73,111794,123,34,1
"5913","Kyle Naughton",74,111800,141,95,1
"5914","Alfred N'Diaye",77,111801,127,111,3
"5915","Simone Benedetti",70,111818,50,4,1
"5916","Jean-Philippe Sabo",64,111819,113,1,1
"5917","Daniel Opare",75,111858,109,39,2
"5918","Kwadwo Asamoah",82,111862,147,176,1
"5919","Maynor Figueroa",76,111865,143,208,1
"5920","Efrain Juarez",79,111885,140,20,2
"5921","Marco Fabian",75,111897,118,9,1
"5922","Michael Basser Chretien",76,111909,145,69,1
"5923","Amadou Sidibe",63,111917,140,17,1
"5924","Chaker Zouaghi",63,111925,52,29,1
"5925","Ahmed El Mohamady",77,111930,47,109,1
"5926","Gilberto",65,111973,41,23,1
"5927","Manucho",76,111975,109,70,2
"5928","Tsepo Masilela",73,111994,121,11,1
"5929","Emmanuel Mayuka",73,112012,61,54,3
"5930","Khaled Adenon",64,112027,130,3,1
"5931","Kagisho Dikgacoi",72,112035,141,32,1
"5932","Erwin Mulder",74,112107,377,150,1
"5933","Diallo Guidilleye",69,112117,58,5,1
"5934","Charlison Benschop",73,112119,110,58,3
"5935","Serhat Koc",66,112122,114,3,1
"5936","Paul Hanlon",65,112123,125,149,1
"5937","Igor Martinez",72,112204,50,5,1
"5938","Cala",74,112205,119,63,2
"5939","David Obua",69,112297,153,69,1
"5940","Vitor Gomes",72,112397,131,101,1
"5941","Roberto",72,112424,79,33,1
"5942","Erik Falkenburg",70,112471,146,159,1
"5943","Lorenzo Ariaudo",74,112476,117,72,1
"5944","Maikel van der Werff",73,112477,49,75,1
"5945","Boubacar Mansaly",60,112561,113,1,1
"5946","Hans Martinez",70,112563,42,1,1
"5947","John Paul Kissock",63,112585,45,2,1
"5948","Ariel Borysiuk",70,112656,130,123,2
"5949","Michael Kovacevic",69,112704,124,85,1
"5950","Ignacio Camacho",81,112758,142,134,1
"5951","Marinho",72,112801,128,119,1
"5952","Carlos Labrin",69,112848,67,9,1
"5953","Joao Luiz",65,112881,133,51,1
"5954","Emil Lyng",62,112934,116,4,2
"5955","Mads Albaek",72,112935,127,25,1
"5956","Adrian Nikci",68,112976,128,55,2
"5957","Roman Buerki",80,112978,398,178,2
"5958","Aron Liechti",56,112979,119,2,1
"5959","Michael Siegfried",59,112981,59,63,1
"5960","Hal Robson-Kanu",68,113005,113,13,1
"5961","Emir Sinanovic",49,113186,125,12,1
"5962","Rostyn Griffiths",66,113189,130,17,1
"5963","Moreno Costanzo",69,113227,115,172,1
"5964","Mike Gomes",55,113231,46,24,1
"5965","Maxime Vuille",54,113232,125,1,1
"5966","Burim Kukeli",65,113235,116,137,1
"5967","Ridge Munsy",65,113237,64,22,1
"5968","Janko Pacar",59,113238,119,5,1
"5969","Fabio Daprela",70,113239,114,30,3
"5970","Sander Fischer",70,113270,60,66,1
"5971","Joey Suk",63,113292,45,15,2
"5972","Mauro Dos Santos",72,113311,53,57,1
"5973","Facundo Sebastian Roncaglia",79,113318,100,108,2
"5974","Jens Hegeler",75,113340,123,76,1
"5975","Pascal Schuerpf",58,113422,125,24,1
"5976","Junior Hoilett",78,113465,124,83,1
"5977","Bruno Severino",67,113517,42,2,1
"5978","Lucas Armando Mareque",71,113599,60,39,1
"5979","Adrian Daniel Calello",61,113604,56,8,1
"5980","Hernan Dario Bernardello",76,113627,145,68,1
"5981","Mauro Formica",72,113631,64,28,2
"5982","Mateo Pablo Musacchio",81,113672,128,117,1
"5983","Cristian Alvarez",77,113695,380,70,1
"5984","Mariano Angel Paglialunga",68,113702,60,1,1
"5985","Milton Joel Caraglio",73,113757,50,3,1
"5986","Santiago Morero",72,113762,131,54,1
"5987","Lucas Pratto",79,113769,59,4,1
"5988","Chris Basham",69,113772,137,7,1
"5989","Nicolas Bianchi Arce",71,113774,54,5,1
"5990","Jonathan Cristaldo",74,113792,63,19,1
"5991","Damian Leandro Casalinuovo",70,113794,122,22,1
"5992","Danny Welbeck",80,113836,105,99,1
"5993","Victor Vazquez",77,113868,129,69,1
"5994","Mirko Boland",72,113902,60,29,1
"5995","Liam Bridcutt",74,113908,129,19,1
"5996","Claudio Yacob",79,113968,41,100,1
"5997","Marcos Antonio",73,113976,55,15,2
"5998","Stjepan Kukuruzovic",63,114011,45,67,1
"5999","Vullnet Basha",67,114016,124,48,1
"6000","Mathieu Debonnaire",56,114018,279,8,1
"6001","Alexandre Pasche",62,114021,110,49,1
"6002","Tony Jantschke",80,114025,133,147,1
"6003","Alvaro Dominguez",78,114044,132,146,2
"6004","Thomas Piermayr",60,114068,121,16,1
"6005","Cristian Gamboa",74,114076,56,1,1
"6006","David Witteveen",69,114158,45,5,1
"6007","Miro Varvodic",68,114211,322,7,1
"6008","Goran Jozinovic",57,114212,50,15,1
"6009","Mario Maloca",71,114215,57,18,1
"6010","Mario Ticinovic",64,114216,58,22,1
"6011","William Buckley",72,114218,90,9,1
"6012","Jack Compton",63,114222,47,3,1
"6013","Dejan Lovren",80,114268,129,144,2
"6014","Silvio Rodic",61,114270,305,25,1
"6015","Lukas Marecek",71,114333,140,35,2
"6016","Joel Ekstrand",71,114337,147,4,1
"6017","Cristian Maidana",74,114339,142,6,1
"6018","Wesley",76,114364,139,19,1
"6019","Valery Nahayo",68,114368,104,19,1
"6020","Luca Di Matteo",66,114475,119,2,1
"6021","Kevin Pezzoni",70,114492,128,62,1
"6022","Victor Aquino",68,114499,61,2,1
"6023","Abiola Dauda",69,114503,118,22,2
"6024","Kevin Strootman",81,114558,88,136,2
"6025","Helton Dos Reis",51,114582,107,2,1
"6026","Juan Angel Neira",68,114601,54,1,1
"6027","Jan Moravek",73,114650,144,54,1
"6028","Mateus",74,114651,139,90,1
"6029","Daniel Pavlovic",65,114664,128,137,2
"6030","Fabiano Oliveira",68,114671,128,4,1
"6031","Lucas Wilchez",74,114672,49,1,1
"6032","Jonathan Urretaviscaya",75,114680,143,31,2
"6033","Claudemir",76,114688,136,65,2
"6034","Emiliano Ariel Dudar",68,114715,118,60,1
"6035","Mouhcine Iajour",62,114716,122,2,1
"6036","Pedrinho",71,114724,127,95,2
"6037","Nick von Niederhausern",59,114735,65,42,1
"6038","Marwin Hitz",77,114737,380,89,1
"6039","Luca Zuffi",76,114738,58,98,1
"6040","Anthony Sauthier",63,114742,119,39,1
"6041","Vincenzo Rennella",72,114746,113,33,3
"6042","Manolo Reina",72,114762,353,18,1
"6043","Miguel Britos",77,114769,134,151,2
"6044","Lukas Schenkel",60,114789,96,82,1
"6045","Adrian Winter",66,114790,121,129,1
"6046","Jerome Thiesson",60,114792,113,192,1
"6047","Pa Modou Jagne",65,114794,128,122,1
"6048","Michal Pazdan",69,114816,62,143,1
"6049","Michal Gliwa",61,114817,298,69,1
"6050","Grzegorz Sandomierski",68,114822,337,104,1
"6051","Luis Alfonso Henriquez",68,114827,140,106,1
"6052","Fabian Giefer",74,114963,359,42,1
"6053","Paulinho",81,114971,52,31,1
"6054","Bartosz Kaniecki",59,115006,286,17,1
"6055","Leo Fortunato",71,115018,113,1,1
"6056","Nemanja Matic",84,115067,151,154,3
"6057","Martin Juhar",63,115068,63,11,1
"6058","Mariusz Przybylski",68,115143,63,107,1
"6059","Brown Ideye",76,115160,115,93,3
"6060","Julio Cesar Machado",73,115171,151,2,1
"6061","Danijel Subasic",81,115184,403,108,1
"6062","Sreten Sretenovic",67,115190,93,27,1
"6063","Guilherme Santos",71,115229,147,17,1
"6064","Anton Sloboda",63,115253,44,52,1
"6065","Kristian Kolcak",62,115266,71,20,1
"6066","Michal Peskovic",66,115268,333,79,1
"6067","Fabian Monzon",74,115297,126,60,3
"6068","Cristian Pasquato",74,115330,121,8,1
"6069","Matija Skarabot",63,115373,45,13,1
"6070","Goran Galesic",65,115377,52,6,1
"6071","Sebino Plaku",63,115392,52,14,1
"6072","Delvin N'Dinga",75,115429,134,70,1
"6073","Ridge Mickael Mobulu",52,115440,52,1,1
"6074","Paulo Arantes",62,115488,38,12,1
"6075","Goldim Diego Gaucho",67,115489,102,52,1
"6076","Luis Manuel",67,115495,46,48,1
"6077","David Simao",74,115512,65,121,1
"6078","Luisinho",75,115519,49,77,2
"6079","Eder Sciola",67,115525,98,18,1
"6080","Zaur Sadaev",70,115585,100,20,1
"6081","Ricardo Rodriguez",83,115591,130,150,2
"6082","Konstantin Rausch",75,115670,114,165,1
"6083","Mark Ridgers",60,115675,303,25,1
"6084","Jake Livermore",74,115681,137,80,1
"6085","Leonardo Sanchez",67,115700,51,11,1
"6086","Dejan Skolnik",69,115719,57,37,1
"6087","Jules Reimerink",66,115723,57,11,1
"6088","Grzegorz Kuswik",68,115724,129,76,1
"6089","Nemanja Nikolic",74,115739,53,30,1
"6090","Baba",76,115798,134,101,2
"6091","Hiroshi Kiyotake",77,115847,54,111,1
"6092","Ramon Cecchini",57,115862,57,7,1
"6093","Kristian Kuzmanovic",57,115863,63,2,1
"6094","Garath McCleary",72,115980,116,15,1
"6095","El Fardou Ben Nabouhane",54,116011,103,1,1
"6096","Eoin Doyle",66,116085,109,34,1
"6097","Jose Velazquez",69,116183,115,21,1
"6098","Rafael Romo",68,116243,331,1,1
"6099","Juan Falcon",71,116253,50,14,1
"6100","Duvan Zapata",77,116555,40,27,1
"6101","Genki Omae",68,116603,55,2,1
"6102","Yuki Otsu",67,116642,58,8,1
"6103","Hiroki Sakai",72,116645,51,86,1
"6104","Ricky van Wolfswinkel",77,116750,106,151,5
"6105","Marcin Wodecki",64,116756,120,51,1
"6106","Thomas Mueller",86,116772,136,198,1
"6107","Admir Aganovic",61,116788,55,11,2
"6108","Tadeusz Socha",64,116871,128,83,1
"6109","Lukasz Tyminski",58,116872,125,69,1
"6110","Krzysztof Janus",62,116874,119,39,1
"6111","Adrian Paluchowski",61,116881,117,9,1
"6112","Maksymilian Rogalski",64,116885,54,68,1
"6113","Paolo Hurtado",73,116907,55,48,1
"6114","Jiloan Hamad",71,117432,113,5,1
"6115","Tjaronn Chery",72,117541,53,126,1
"6116","Sean Morrison",70,117545,95,15,1
"6117","Radoslaw Pruchnik",61,117556,45,26,1
"6118","El-Arbi Hilal Soudani",72,118049,50,27,1
"6119","Kheireddine Kiko Zarabi",69,118182,131,22,1
"6120","Clemens Walch",67,118298,126,9,1
"6121","Filip Luksik",65,118346,53,21,2
"6122","Bigambo Rochat",53,118356,125,3,1
"6123","Anatole Ngamukol",68,118359,50,58,1
"6124","Bastian Schulz",67,118386,127,13,1
"6125","Freddie Sears",71,118390,99,13,1
"6126","Luis Pedro",67,118433,53,8,1
"6127","Alexander Buettner",75,118434,130,80,3
"6128","Edson Henrique",70,118441,121,31,1
"6129","Fedor Smolov",76,118508,123,5,1
"6130","Michu",80,118528,138,89,3
"6131","Lukasz Hanzel",65,118530,130,116,1
"6132","Rafik Halliche",71,118601,139,42,1
"6133","Giancarlo Gonzalez",77,118616,56,63,1
"6134","Pape Moussa Diakhate",55,118666,59,8,1
"6135","Jurgen Prutsch",62,118713,123,5,1
"6136","Eyong Enoh",74,118730,139,99,3
"6137","Maciej Dabrowski",68,118822,52,75,1
"6138","Wiljan Pluim",68,118843,138,86,1
"6139","Robbin Ruiter",75,118848,379,123,1
"6140","Anthony Lippini",67,118850,48,26,1
"6141","Nikola Gulan",68,118879,130,16,2
"6142","Agim Ibraimi",74,118883,54,8,1
"6143","Peter Pawlett",70,118896,113,105,1
"6144","Ryan Jack",69,118897,56,164,1
"6145","Jordi Gomez",74,118929,154,88,1
"6146","Bernard Parker",73,119005,139,3,1
"6147","Darko Lazovic",74,119014,55,6,1
"6148","Alex McCarthy",75,119079,368,22,1
"6149","Ignacio Fideleff",73,119100,52,4,1
"6150","Reginald Goreux",72,119117,126,72,1
"6151","Moussa Gueye",63,119118,44,19,2
"6152","Marcus Olsson",69,119273,113,10,1
"6153","Agon Mehmeti",67,119305,108,15,2
"6154","Zavon Hines",72,119351,112,9,1
"6155","Aytac Sulu",75,119427,48,33,1
"6156","Niall McGinn",70,119435,126,147,1
"6157","Sebastian Rudy",77,119525,145,155,1
"6158","Geoff Cameron",77,119541,129,114,1
"6159","Luis Seijas",72,119542,71,22,1
"6160","Milan Gajic",66,119702,128,125,1
"6161","Rasmus Joensson",70,119760,116,3,1
"6162","Slobodan Medojevic",74,119838,60,38,1
"6163","Danijel Aleksic",66,119839,123,34,2
"6164","Robert Zillner",66,120076,56,3,1
"6165","Mickael Facchinetti",63,120082,106,118,1
"6166","Kim Ojo",75,120110,53,8,1
"6167","Jonny Rowell",66,120116,95,28,1
"6168","Nahuel Valentini",63,120132,42,12,1
"6169","Fernando Russi",63,120148,41,1,1
"6170","Geoffrey Tulasne",62,120158,136,4,1
"6171","Matias Cabrera",74,120221,43,18,2
"6172","Mathis Bolly",67,120428,113,5,1
"6173","Tobias Sana",70,120560,120,11,1
"6174","Jonas Loessl",76,120598,379,67,1
"6175","Douglas",76,120621,379,89,1
"6176","Chengdong Zhang",70,120737,42,34,1
"6177","Nabil Bahoui",72,120845,99,2,1
"6178","Omar Kossoko",66,120915,58,12,2
"6179","Ahmed Kashi",70,120917,121,15,1
"6180","Aatif Chahechouhe",77,120919,50,1,1
"6181","Nenad Krsticic",73,121044,56,56,1
"6182","Ross Forbes",68,121069,139,35,1
"6183","Philippe Koch",66,121080,126,193,1
"6184","Sercan Sararer",72,121093,105,27,1
"6185","Gianluca Frontino",65,121115,50,22,1
"6186","Muhamed Keita",73,121225,91,6,1
"6187","Fabio Francesco Sciacca",72,121286,147,9,1
"6188","Alban Joinel",61,121488,312,1,1
"6189","David Alaba",85,121633,127,127,1
"6190","Moussa Maazou",74,121639,107,48,3
"6191","Marc van de Maarel",69,121642,114,151,1
"6192","Adrian Chomiuk",52,121643,101,17,1
"6193","Juan Forlin",77,121716,98,102,1
"6194","Luiz Carlos",69,121854,348,2,1
"6195","Sidnei",77,121872,134,104,2
"6196","Eduardo Gottardi",76,121881,378,127,1
"6197","Adriano",69,121923,125,1,1
"6198","Tcho",73,121953,113,11,1
"6199","Wellington",72,121957,123,4,1
"6200","Renan",69,121960,133,40,2
"6201","Mariano",77,122047,126,138,2
"6202","Leandro Salino",76,122048,143,78,1
"6203","Mikkel Diskerud",72,122055,136,2,1
"6204","Yang Wang",61,122116,107,4,1
"6205","Fabiano",77,124127,381,64,1
"6206","Aleksandar Prijovic",71,124144,124,39,2
"6207","Jonjo Shelvey",77,127130,137,99,1
"6208","Matthew Phillips",74,127133,114,26,1
"6209","Scott Robinson",61,127134,121,66,1
"6210","Grant Gillespie",62,127140,132,72,1
"6211","Jordan Kirkpatrick",47,127141,121,3,1
"6212","Dragan Mihajlovic",51,127189,116,15,1
"6213","Dugary Ndabashinze",66,127191,116,19,1
"6214","Federico Santander",71,127207,52,18,1
"6215","Anders Christiansen",72,127209,45,2,1
"6216","Amir Abrashi",71,127224,70,112,1
"6217","Akwetey Mensah",60,127255,54,10,1
"6218","Felipe Mattioni Rohde",73,127370,149,20,1
"6219","Rafael Toloi",74,127374,107,25,1
"6220","Giacomo Bonaventura",80,127460,126,139,1
"6221","Steven Meechan",58,127627,63,1,1
"6222","James Vincent",63,127644,123,46,1
"6223","Declan Rudd",70,127712,351,12,1
"6224","Renatinho",70,127825,103,4,1
"6225","Bruno Perone",63,127829,57,1,1
"6226","Amr Zaki",71,127857,52,24,1
"6227","Orhan Mustafi",63,127887,124,23,2
"6228","Anderson Luis",71,127888,50,81,1
"6229","Hector Rodas",69,127894,117,28,1
"6230","Marcel Risse",75,127945,130,94,1
"6231","Rafal Pietrzak",61,127959,55,5,1
"6232","Marquinho",76,128020,133,41,1
"6233","Mauricio",80,128036,49,74,2
"6234","Henrique",78,128037,123,99,3
"6235","Luis Alberto",75,128045,144,83,1
"6236","Ze Eduardo",70,128047,140,8,1
"6237","Vagner",75,128083,369,91,2
"6238","Alexander Dragovic",78,128106,120,77,1
"6239","Makelele",69,128148,41,46,1
"6240","Ondrej Celustka",70,128209,136,14,1
"6241","Kevin Piere Lafrance",59,128230,55,13,1
"6242","Nico Abegglen",61,128235,110,34,1
"6243","Steven Deana",60,128239,298,12,1
"6244","Bryan Rodriguez",69,128298,54,4,1
"6245","Edimar Fraga",73,128360,59,97,2
"6246","Walter",77,128392,125,6,1
"6247","Mohamed Coulibaly",63,128455,46,1,1
"6248","Abdelhamid El Kaoutari",73,128456,118,144,2
"6249","Ostoja Stjepanovic",64,128590,51,24,1
"6250","Emmanuel Imorou",72,128666,58,48,2
"6251","Sebastian Mielitz",74,128689,368,60,1
"6252","Javi Castellano",72,128721,57,1,1
"6253","Jonathas",79,128732,123,70,3
"6254","Souza",78,128795,47,8,1
"6255","Donovan Slijngard",65,128802,84,38,1
"6256","Simone Colombi",68,128803,331,5,1
"6257","Lewis Holtby",79,128827,137,150,2
"6258","Aislan",67,128843,125,17,1
"6259","Almeida Borges Leandro",59,128851,36,1,1
"6260","Ivan Strinic",73,128852,55,12,1
"6261","Oscar",84,128864,151,94,1
"6262","Sandro Laurindo da Silva",74,128870,135,12,1
"6263","Haris Vuckic",68,128946,120,2,1
"6264","Robert McHugh",61,129177,113,9,1
"6265","Hannes Thor Halldorsson",67,129241,325,8,1
"6266","Jon Gudni Fjoluson",64,129275,67,1,1
"6267","Holmar Oern Eyjolfsson",67,129278,124,9,1
"6268","Franco Daniel Jara",77,129326,58,34,2
"6269","Javier Pastore",84,129391,148,181,2
"6270","William Matheus",72,129393,73,20,1
"6271","Felipe",74,129462,128,52,2
"6272","Gerson Magrao",71,129469,52,4,1
"6273","Luca Ceccarelli",70,129763,139,43,1
"6274","Hendry Thomas",73,129817,129,49,1
"6275","Emilio Izaguirre",76,129819,48,153,1
"6276","Johann Berg Gudmundsson",72,129915,113,64,1
"6277","Alfred Finnbogason",76,129918,63,89,4
"6278","Marco Reus",86,129944,139,186,1
"6279","Khaleem Hyland",71,130027,134,106,1
"6280","Andrea Rispoli",69,130113,147,41,1
"6281","Pablo De Blasis",75,130118,48,31,1
"6282","Danilo D'Ambrosio",75,130155,62,81,1
"6283","John Guidetti",74,130298,56,52,3
"6284","Tiago Luis",72,130596,135,5,1
"6285","Joo-Ho Park",75,130667,58,90,2
"6286","Chung-Yong Lee",78,130670,140,57,1
"6287","Mamadou Bagayoko",66,130738,42,22,1
"6288","Caleb Patterson-Sewell",63,131117,323,3,1
"6289","Andis Shala",59,131391,117,6,1
"6290","Benoit Ladriere",62,131394,52,9,1
"6291","Jo Coppens",63,131403,319,34,1
"6292","David Vandenbroeck",67,131404,138,64,1
"6293","Fred",68,131406,93,3,1
"6294","Thomas Kaminski",69,131408,345,54,1
"6295","Adlene Guedioura",71,131409,131,40,2
"6296","Boubacar Dembele",58,131411,124,1,1
"6297","Cedric Betremieux",61,131486,98,3,1
"6298","Thomas Matton",72,131530,145,81,1
"6299","Franck Berrier",74,131531,151,127,1
"6300","Miguel Dachelet",65,131532,130,56,1
"6301","David Meyler",71,131583,137,60,1
"6302","Jonatan Johansson",73,131845,128,7,1
"6303","Povilas Leimonas",59,131980,61,12,1
"6304","Floyd Ayite",75,131991,104,97,1
"6305","Benjamin Moukandjo",77,131995,97,100,1
"6306","Antons Kurakins",58,132111,46,35,1
"6307","Henri Anier",66,132701,58,28,1
"6308","Thierry Doubai",74,132809,126,91,2
"6309","Joel Mall",65,132814,323,71,1
"6310","Stephane Garcia",57,132829,124,1,1
"6311","Damian Bellon",56,132830,120,12,1
"6312","Serey Die",75,132843,139,158,2
"6313","Admir Mehmedi",77,132844,108,113,2
"6314","Jefferson Nascimento",79,132898,63,94,1
"6315","Dennis Hediger",64,133126,53,153,1
"6316","Dario Dumic",66,133201,141,16,1
"6317","Airton",76,133535,149,10,1
"6318","Francisco Sandaza",72,133997,125,52,1
"6319","Mario Leitgeb",63,134132,47,8,1
"6320","Philipp Bargfrede",74,134217,146,117,1
"6321","Chafik Najih",60,134220,117,1,1
"6322","Mustapha Yatabare",75,134221,114,56,1
"6323","Edouard Butin",67,134222,115,36,1
"6324","Nolan Roux",78,134232,92,155,1
"6325","Baptiste Schmisser",65,134233,59,22,1
"6326","Tino Costa",82,134236,142,113,3
"6327","Jean Alain Fanchone",68,134285,149,16,1
"6328","Valdas Trakys",63,134318,51,4,1
"6329","Philipp Zulechner",66,135247,51,2,2
"6330","Yonathan Del Valle",75,135310,55,49,1
"6331","Raffaele De Vita",64,135335,54,21,1
"6332","Mervan Celik",72,136516,127,11,1
"6333","Rafal Gikiewicz",71,136539,361,41,1
"6334","Krzysztof Krol",62,136540,116,73,1
"6335","Jocelyn Roux",62,137223,41,33,1
"6336","Saroa",56,137225,117,3,1
"6337","Szymon Matuszek",59,138155,46,8,1
"6338","Michal Buchalik",64,138159,313,81,1
"6339","Semir Stilic",75,138171,140,114,1
"6340","Ivan Alejandro Furios",65,139633,52,2,1
"6341","Ibrahima Niasse",59,139634,121,46,1
"6342","Dylan Gissi",66,139635,61,1,1
"6343","Martin Steuble",58,139637,45,3,1
"6344","Marc Albrighton",78,139671,122,92,1
"6345","Nathan Delfouneso",76,139672,102,4,1
"6346","Nathan Baker",72,139673,106,72,1
"6347","Martin Baran",65,139775,55,47,1
"6348","Pavol Cicman",62,139779,54,18,1
"6349","Sinisa Andjelkovic",75,139806,49,60,1
"6350","Leonard Kweuke",76,139822,96,2,1
"6351","Lukasz Burliga",65,139895,108,105,1
"6352","Dirceu",67,139898,91,25,1
"6353","David Addy",67,139922,132,72,2
"6354","Tommy Oar",73,140445,105,82,1
"6355","Matteo Tosetti",60,140490,46,10,1
"6356","Vincent Ruefli",69,140495,81,128,1
"6357","Guillaume Katz",60,140497,50,71,1
"6358","David Frey",50,140500,54,1,1
"6359","Steven Zuber",73,140819,109,119,2
"6360","Milos Kosanovic",72,140932,46,109,2
"6361","Macedo Novaes",73,140951,371,22,1
"6362","Milan Milanovic",69,140963,130,4,1
"6363","Nikola Djurdjic",74,140965,55,21,1
"6364","Odair Fortes",71,140982,50,73,1
"6365","Jozsef Varga",71,140988,155,6,1
"6366","Patrick Ziegler",69,141082,56,23,1
"6367","Dennis Diekmeier",75,141113,121,144,1
"6368","Tobias Kempe",70,141114,65,9,1
"6369","Timo Perthel",70,141115,131,8,1
"6370","Benjamin Kirsten",67,141126,328,6,1
"6371","Daniel Didavi",79,141145,131,67,1
"6372","Patrick Funk",67,141146,141,7,1
"6373","Boris Vukcevic",73,141160,138,41,1
"6374","Julian Schieber",76,141161,118,66,1
"6375","Sebastian Rode",79,141370,49,72,1
"6376","Viktor Bopp",60,141395,54,6,1
"6377","Mehmet Ekici",78,141396,125,53,1
"6378","Enda Stevens",65,141576,97,6,1
"6379","Alvaro Fernandez",71,141662,136,6,1
"6380","Milan Badelj",78,141699,52,104,2
"6381","Kaja Rogulj",67,141704,49,25,1
"6382","Sergey Khizhnichenko",57,141733,44,8,1
"6383","Lennart Hartmann",62,141814,125,1,1
"6384","Johan Maartensson",68,142186,124,49,1
"6385","Richard Guzmics",68,142272,44,42,1
"6386","Barry Douglas",70,142282,57,95,2
"6387","Jon Robertson",58,142357,44,11,1
"6388","Samuel Scheimann",64,142990,53,30,1
"6389","Kevin Brands",64,142992,54,7,1
"6390","John Verhoek",68,142994,53,17,2
"6391","Wilfried Bony",81,143365,128,120,2
"6392","Danilo",66,143403,89,13,1
"6393","Toni Sunjic",75,143442,59,28,2
"6394","Danny Hoesen",71,143512,107,33,1
"6395","Bruno Andrade",68,143523,64,24,1
"6396","Luciano Becchio",74,143710,114,2,1
"6397","Zargo Toure",70,143750,132,42,1
"6398","Frederic Sammaritano",73,143752,125,37,1
"6399","Mehdi Mostefa",72,143757,140,134,1
"6400","Yannis Tafer",73,143790,114,87,2
"6401","Jack Wilshere",83,143793,138,93,1
"6402","Fausto Rossi",75,143795,123,41,1
"6403","Juanmi Callejon",73,143841,150,1,1
