"","player_name","overall_rating","player_api_id","sum_gk","Number_of_appearances","leagues_played"
"1","Patryk Rachwal,18",63,2625,153,90,1
"2","Diego Mainz",72,2752,53,81,1
"3","Jose Dorado",75,2768,128,71,1
"4","Ignacio Gonzalez",74,2770,148,16,2
"5","Alberto Rey",73,2790,144,50,1
"6","Javier Jimenez",69,2796,340,1,1
"7","Pablo Hernandez",82,2802,146,144,2
"8","Ruben Perez",76,2805,141,131,1
"9","Ivan Perez",72,2857,143,3,1
"10","Vicente Sanchez",76,2862,146,17,1
"11","Gregory Lacombe",68,2907,135,6,1
"12","Ugur Inceman",72,2973,147,16,1
"13","David Rivas Rodriguez",82,2977,104,5,1
"14","Jorge Molina",75,2983,139,71,1
"15","Sergio Aragones",75,2984,364,38,1
"16","Alexandre Hauw",69,3140,136,42,1
"17","Marat Izmailov",81,3204,156,42,1
"18","Kelly Berville",67,3263,115,19,1
"19","Abdelmalek Cherrad",62,3264,98,1,1
"20","Oscar Sanchez",71,3316,108,6,1
"21","Vincent Euvrard",64,3329,130,85,1
"22","Luca Belingheri",72,3377,138,1,1
"23","Aleksander Radosavljevic",71,3441,138,74,1
"24","Peter Halmosi",75,3512,143,4,1
"25","Alexandr Kerzhakov",82,3517,149,17,1
"26","Andrey Arshavin",86,3520,159,70,1
"27","Lee Wilkie",73,4747,128,36,1
"28","Boban Grncarov",66,4863,54,25,1
"29","Iriney",77,4902,145,68,1
"30","Tim Clancy",64,4939,116,97,1
"31","Sebastian Olszar",59,4999,108,49,1
"32","Ibrahim Sidibe",65,5016,50,69,1
"33","Jeroen Verhoeven",68,5044,344,21,1
"34","Wilko de Vogt",61,5047,309,10,1
"35","Sander Duits",68,5063,61,106,1
"36","Gudmundur Steinarsson",62,5184,108,5,1
"37","Manuel Silas",72,5192,146,52,1
"38","Remy Gomis",73,5202,139,163,1
"39","Laurent Batlles",77,5217,140,102,1
"40","Raffaele Rubino",63,5223,52,7,1
"41","Iban Javier Cuadrado",73,5233,132,18,1
"42","Julio Alvarez",76,5243,149,38,1
"43","Perez Richi",67,5247,118,16,1
"44","Gary Coulibaly",68,5272,126,27,1
"45","Ifet Taljevic,23",60,5362,121,24,1
"46","Marjan Petkovic",67,5440,332,5,1
"47","Freddy Mombongo-Dues",62,5468,48,7,1
"48","Yann Jouffre",75,5610,133,141,1
"49","Bertrand Robert",73,5629,101,3,1
"50","Jeremy Blayac",68,5631,113,13,1
"51","Dimitri Bulykin",73,5662,124,45,1
"52","Gerry Koning",65,5686,138,28,1
"53","Rowin van Zaanen",66,5687,52,20,1
"54","Kees Kwakman",71,5693,148,119,1
"55","Charles Dissels",65,5700,132,3,1
"56","Otman Bakkal",75,5703,149,74,1
"57","Diederik Boer",70,5710,352,53,1
"58","Denis Dessaer",60,6757,42,1,1
"59","Oliver Vinamont",60,6771,51,22,1
"60","Roel van Hemert",60,6798,55,14,1
"61","Jonas Ivens",68,6800,132,93,2
"62","Brecht Verbrugghe",63,6803,143,16,1
"63","Pedro Kamata",72,6824,128,1,1
"64","Fabian Vargas",76,6853,169,18,1
"65","Santiago Acasiete",75,6864,134,65,1
"66","Fabian Canobbio",77,6911,160,38,1
"67","Toni Lehtinen",60,7099,123,1,1
"68","Sebastian Sorsa",61,7206,48,2,1
"69","Roni Porokara",69,7226,145,16,1
"70","Kasper Haemaelaeinen",72,7284,130,81,1
"71","Anssi Jaakkola",63,7334,310,12,1
"72","Tom van Hyfte",67,7604,64,33,1
"73","Kristian Nushi",63,7616,133,97,1
"74","Anthony Favre",60,7621,300,51,1
"75","Thierno Bah",63,7627,76,55,1
"76","Tibert Pont",57,7628,41,27,1
"77","Jerome Schneider",55,7663,56,36,1
"78","Josip Colina",59,7681,128,49,1
"79","Alessandro Iandoli",66,7683,49,57,1
"80","Michele Polverino",60,8777,97,31,1
"81","Marco Perez",73,8780,47,3,1
"82","Stefan Nater",58,8784,49,87,1
"83","Thomas Reinmann",63,8800,63,117,1
"84","Angelo Raso",57,8837,148,43,1
"85","Cristian Florin Ianu",66,8840,140,60,1
"86","Marco Padalino",75,8881,143,38,2
"87","Antoine Rey",65,8893,62,31,1
"88","Nikica Jelavic",78,8922,110,120,2
"89","Ryan Thomson",52,8925,49,11,1
"90","Hrvoje Cale",72,8930,114,17,1
"91","Dino Drpic",72,8932,108,15,1
"92","Mile Jedinak",76,8985,136,78,1
"93","Mensur Mujdza",73,9079,143,87,1
"94","Ivica Vrdoljak",70,9086,43,112,1
"95","Ivan Radeljic,18",67,9124,125,18,1
"96","Tomislav Dujmovic",72,9128,141,9,1
"97","Yasin Karaca",61,9144,131,8,1
"98","Joost Volmer",65,9149,101,10,1
"99","Janos Balogh",71,9183,362,34,1
"100","Tibor Tisza",65,9203,59,3,1
"101","Peter Czvitkovics",70,9213,57,11,1
"102","Balazs Toth",66,9307,126,44,2
"103","Oleksandr Shevelyukhin",67,9449,46,75,1
"104","Alejandro Dominguez",78,10348,150,39,1
"105","Stanislav Vlcek",75,10404,148,1,1
"106","Evaldas Razulis",62,10474,48,5,1
"107","Diniyar Bilyaletdinov",79,10491,155,33,1
"108","Andris Vanins",72,10637,361,223,1
"109","Robbie Haemhouts",66,10880,61,59,1
"110","Robert Jez",69,10933,71,102,1
"111","Pavel Krmas",69,10950,122,93,1
"112","Petr Jiracek",76,10967,130,38,1
"113","Maros Klimpl",73,10984,123,20,1
"114","Tomas Cerny",74,11024,370,135,1
"115","Roman Hubnik",74,11027,144,34,1
"116","Vojtech Schulmeister",63,11038,127,2,1
"117","Matej Krajcik",70,11049,137,6,1
"118","Michal Svec",70,11052,135,37,1
"119","Csaba Horvath",66,11061,122,114,2
"120","Konstantin Engel",67,11242,59,2,1
"121","Roman Prokoph",65,11263,104,11,1
"122","Lucas",78,11285,52,8,1
"123","Jean-Louis Leca",71,11316,357,45,1
"124","Florent Ghisolfi",64,11317,139,4,1
"125","Benoit Costil",81,11319,407,181,1
"126","Steeve Elana",76,11320,374,95,1
"127","Vincent Plante",74,11321,369,53,1
"128","Cedric Hengbart",78,11323,119,149,1
"129","Nicolas Seube",72,11324,130,141,1
"130","Anthony Deroin",71,11327,139,26,1
"131","Reynald Lemaitre",70,11329,140,132,1
"132","Yohann Eudeline",70,11332,132,2,1
"133","Rudy Riou",71,11336,357,69,2
"134","Jose Gaspar",68,11349,113,92,1
"135","Olafur Ingi Skulason",70,11357,128,41,1
"136","Wade Elliott",74,11496,145,34,1
"137","Stuart Nelson",65,11498,328,3,1
"138","Fernando Soriano",74,11555,150,110,1
"139","Avi Strool",67,11569,141,28,1
"140","Tamir Cohen",73,11576,155,32,1
"141","Gael Genevier",69,11671,161,4,1
"142","Antonio Candreva",83,11685,156,197,1
"143","Pedro Roma",72,11716,352,2,1
"144","Nuno Piloto",69,11726,58,94,1
"145","Tininho",57,11734,111,11,1
"146","Antolin Alcaraz",74,11736,140,116,3
"147","Artur",74,11743,58,128,1
"148","Pedro Alves",66,11746,329,2,1
"149","Alessandro Mangiarrati",60,11747,120,56,1
"150","Marco Paulo",64,11752,131,2,1
"151","Ruben Amorim",77,11754,150,65,1
"152","Eliseu",78,11758,139,203,2
"153","Carlos Milhazes,22",68,11759,141,22,1
"154","Jorge Baptista",65,11760,316,5,1
"155","Roversio",73,11778,128,26,1
"156","Rui Baiao,22",65,11788,133,22,1
"157","Ferreira",61,11795,126,12,1
"158","Briguel",66,11796,112,103,1
"159","Zeca",75,11798,48,13,1
"160","Luis Olim",65,11801,126,39,1
"161","Fernando Cardozo",69,11827,136,25,1
"162","Bruno Patacas",70,11829,136,52,1
"163","de Oliveira Cleber Monteiro",69,11833,131,64,1
"164","Marcelo Pereira Bruno",68,11836,139,29,1
"165","Miguel Fidalgo",68,11840,131,24,1
"166","Pedro Moreira",69,11849,63,52,1
"167","Nuno Silva",68,11851,126,33,1
"168","Jose Manuel Ze Gomes",67,11860,139,59,1
"169","Bruno Mendes",66,11861,129,11,1
"170","Danielson",71,11863,111,175,1
"171","Ferreira Delson,28",65,11865,136,28,1
"172","Laranjeiro",68,11876,149,26,1
"173","Flavio Meireles",70,11897,134,28,1
"174","Ricardo Pessoa",65,11901,59,52,1
"175","Ersen Martin",75,12005,140,1,1
"176","Marcel MBayo,25",66,12099,121,25,1
"177","Tomas Kosicky",66,12209,330,7,1
"178","Adam Nemec",70,12245,121,12,3
"179","Stanislav Sestak",77,12246,122,50,1
"180","Robert Demjan",68,12283,101,97,2
"181","Jan Durica",75,12288,121,8,1
"182","Miroslav Bozok",63,12307,43,96,1
"183","Rudolf Urban",57,12310,40,8,1
"184","Dusan Pernis",70,12318,351,106,2
"185","Dalibor Pleva",60,12320,47,23,1
"186","Matej Izvolt",62,12327,52,33,1
"187","Peter Pekarik",76,12330,134,114,1
"188","Richard Zajac,28",67,12340,342,73,1
"189","Kamil Kopunek",65,12371,42,4,1
"190","Pavol Stano",66,12374,122,179,1
"191","Jan Slovenciak",59,12381,291,1,1
"192","Krisztian Nemeth",71,12386,101,52,1
"193","Elvedin Dzinic",66,12405,114,27,2
"194","Dragan Jelic",64,12418,54,3,1
"195","Jure Travner",65,12431,142,35,1
"196","Branko Ilic",69,12454,138,1,1
"197","Marko Suler",72,12473,121,65,2
"198","Zlatan Ljubijankic",72,12574,146,65,1
"199","Kanu",71,12692,137,40,1
"200","Nicolae Ovidiu Herea",69,12763,60,25,1
"201","Cristian Sapunaru",77,12766,132,80,2
"202","Christos Karypidis",66,12985,126,34,1
"203","Orestis Karnezis",79,13033,391,81,2
"204","Michalis Sifakis",76,13034,377,7,1
"205","Tomislav Pacovski",68,13131,330,70,1
"206","Ioannis Maniatis",75,13191,51,3,1
"207","Fabian Pawela",62,13225,53,29,1
"208","Kamil Kuzera",65,13301,109,46,1
"209","Krzysztof Kotorowski",66,13320,332,70,1
"210","Pawel Sasin",64,13327,125,41,1
"211","Blazej Telichowski",62,13329,131,99,1
"212","Lukasz Madej",68,13334,147,140,2
"213","Pawel Kieszek",75,13345,374,143,2
"214","Antoni Lukasiewicz",68,13349,129,77,1
"215","Wojciech Szymanek",61,13350,53,32,1
"216","Jakub Rzezniczak",70,13376,126,142,1
"217","Maciej Korzym",67,13383,114,127,1
"218","Wojciech Skaba",63,13390,312,60,1
"219","Marcin Malinowski",65,13405,116,158,1
"220","Mariusz Zganiacz",71,13410,51,39,1
"221","Marcin Wasilewski",72,13423,139,84,2
"222","Wahan Gevorgyan",63,13425,53,34,1
"223","Slawomir Peszko",75,13428,132,117,2
"224","Krzysztof Pilarz",67,13436,360,125,1
"225","Piotr Celeban",72,13437,106,155,1
"226","Lukasz Tralka",70,13449,126,189,1
"227","Sebastian Przyrowski",65,13454,319,94,1
"228","Radoslaw Cierzniak",66,13471,331,149,2
"229","Arkadiusz Malarz",65,13472,325,36,1
"230","Maciej Mielcarz",66,13473,329,90,1
"231","Jaroslaw Bieniuk",67,13474,57,78,1
"232","Dawid Kucharski",64,13476,135,10,1
"233","Tomasz Lisowski",69,13477,48,82,1
"234","Grzegorz Wojtkowiak",72,13480,139,85,1
"235","Hubert Wolakiewicz",68,13481,136,153,1
"236","Filip Burkhardt",59,13483,131,28,1
"237","Marcin Kikut",70,13486,133,68,1
"238","Szymon Sawala",61,13490,129,83,1
"239","Jakub Szmatula",66,13494,337,48,1
"240","Mateusz Zytko",60,13504,62,96,1
"241","Pawel Strak",70,13513,87,45,1
"242","Lukasz Mierzejewski",63,13515,123,90,1
"243","Lukasz Piszczek",83,13518,146,175,1
"244","Piotr Polczak",67,13533,115,90,1
"245","Dawid Plizga",68,13538,112,108,1
"246","Vejlko Nikitovic",61,13549,70,22,1
"247","Tomasz Brzyski",69,13551,136,170,1
"248","Mariusz Pawelec",66,13554,144,144,1
"249","Dawid Soldecki",61,13557,53,26,1
"250","Liam Kelly",68,13917,113,95,1
"251","Paul Dixon",71,14039,132,160,1
"252","Alan Mannus",69,14100,341,156,1
"253","Roei Dayan",68,14487,52,14,1
"254","Maor Melikson",76,14521,54,81,2
"255","Gal Alberman",72,14533,156,14,1
"256","Dekel Keinan",66,14551,44,3,1
"257","Lior Rafaelov",78,14557,52,63,1
"258","Eden Ben Basat",73,14560,52,55,1
"259","Eliran Atar",72,14593,46,11,1
"260","Yoav Ziv",67,14642,133,28,1
"261","Vladimir Dvalishvili",69,14658,55,58,1
"262","Jasmin Buric",71,15361,348,101,1
"263","Edin Dzeko",85,15403,129,174,3
"264","Veldin Muharemovic",57,15425,119,3,1
"265","Josip Barisic",59,15456,118,4,1
"266","Amir Spahic",60,15608,115,62,1
"267","Ivica Dzidic",56,15652,120,1,1
"268","Davor Landeka",58,15661,66,6,1
"269","Sulejman Smajic",69,15662,125,29,1
"270","Ivan Radovanovic",73,15732,129,113,1
"271","Stanley Aborah",66,15905,62,6,1
"272","Dimitrija Lazarevski",59,15913,116,2,1
"273","Jovan Kostovski",66,15938,69,11,1
"274","Boban Bajkovic",68,16199,344,22,1
"275","Marko Perovic",70,16210,148,4,1
"276","Simon Vukcevic",79,16218,150,33,2
"277","Milan Smiljanic",71,16230,116,11,1
"278","Dusan Veskovac",70,16254,115,158,2
"279","Branko Lazarevic",66,16292,53,4,1
"280","Gojko Kacar",78,16300,145,88,1
"281","Nikola Nikezic",63,16323,120,2,1
"282","Aleksandar Kolarov",79,16351,154,157,2
"283","Andjelko Djuricic",68,16362,344,27,1
"284","Savo Pavicevic",67,16368,129,17,1
"285","Mladen Lazarevic",61,16387,127,20,1
"286","Ivan Stevanovic",65,16428,46,5,1
"287","Nikola Vukcevic",73,16475,67,15,1
"288","Pavle Ninkov",71,16493,62,76,1
"289","Konstantin Vassiljev",71,16511,56,37,1
"290","Mikhail Sivakov",68,16636,145,14,2
"291","Anton Putsila",73,16678,160,37,1
"292","Zlatko Janjic",66,17233,90,1,1
"293","Marnix Kolder",65,17259,51,46,1
"294","Aloys Nong",70,17276,111,69,1
"295","Claude Gnakpa",58,17296,72,2,1
"296","Carlos Carmona",72,17299,138,16,1
"297","Anther Yahia",76,17312,137,49,1
"298","Kenny Deuchar",65,17319,118,28,1
"299","David Barron",62,17343,127,63,1
"300","Iain Davidson",61,17361,43,43,1
"301","Andy Jackson",63,17391,125,10,1
"302","Martin Canning",65,17480,118,113,1
"303","Jim McAlister",64,17525,57,87,1
"304","Chris Millar",63,17528,129,191,1
"305","Gavin Skelton",63,17568,124,50,1
"306","Darren McGregor",68,17600,54,80,1
"307","Liam Buchanan",61,17606,59,14,1
"308","Stuart Kettlewell",63,17620,41,41,1
"309","Jeremy Perbet",73,17703,143,84,2
"310","Gareth Wardlaw",62,17711,56,16,1
"311","Iain Vigurs",68,17749,58,116,1
"312","Jacob Mulenga",72,17761,104,79,1
"313","Ghislain Gimbert",69,17762,120,5,1
"314","Nassim Akrour",70,17806,136,50,1
"315","Angelo",72,17836,90,50,1
"316","Robert Braber",67,17848,54,97,1
"317","Edouard Duplan",72,17855,137,157,1
"318","Andrew Reid",78,17866,153,40,1
"319","Dusan Kuciak",72,17869,358,117,1
"320","Jordan Loties",74,17875,135,117,2
"321","Emanuel Obiora Odita,19",65,17883,120,19,1
"322","Matt Done",64,17887,135,6,1
"323","Mariano Pavone",77,18164,126,8,1
"324","Matias Fritzler",68,18376,51,22,1
"325","Diego Valeri",78,18384,148,4,2
"326","Leandro Gioda,28",73,18388,111,28,1
"327","Marcos Aguirre",73,18395,107,5,1
"328","Pablo Javier Perez",78,18483,62,6,1
"329","Maximiliano Pellegrino",77,18500,127,35,1
"330","Hernan Pellerano",74,18501,136,67,1
"331","Mauro Zarate",84,18506,143,119,2
"332","Jose Sosa",82,18518,142,22,3
"333","Marcos Angeleri",76,18520,48,59,1
"334","Jose Maria Basanta",78,18521,143,23,1
"335","Loic Loval-Landre",67,18533,149,13,1
"336","Jose Ze Pedro",74,18548,149,57,1
"337","Tiago Targino",73,18549,142,55,1
"338","Ferreira de Matos Alonso",71,18552,137,55,1
"339","Nicolas Navarro",75,18558,375,18,1
"340","Lucas Barrios",83,18576,123,92,2
"341","Cristian Llama",75,18590,149,32,1
"342","Roman Martinez",70,18592,104,37,1
"343","Marco Ruben",76,18628,135,73,2
"344","Pablo Barzola",66,18636,134,44,1
"345","Federico Almerares",66,18644,140,25,1
"346","Jose Gustavo Sand",72,18653,65,2,1
"347","Christian Fernandez",72,18664,142,67,1
"348","Gustavo Cabral",77,18673,120,130,1
"349","Jesus Datolo",77,18705,156,14,2
"350","Pablo Barrientos",79,18733,151,73,1
"351","Dario Cvitanich",77,18734,150,74,2
"352","Emiliano Daniel Armenteros",75,18784,146,89,1
"353","Fernando Gago",80,18814,157,74,2
"354","Pablo Martin Ledesma",78,18816,205,54,1
"355","Ezequiel Scarione",76,18820,58,78,1
"356","Matias Silvestre",80,18823,144,194,1
"357","Jonathan Bottinelli",73,18848,44,5,1
"358","Claudio Morel",73,18853,181,14,1
"359","Mauro Boselli",74,18859,48,12,2
"360","Nicolas Federico Spolli",80,18880,138,133,1
"361","David Abraham",77,18904,124,164,3
"362","Juan Eduardo Eluchans",70,18913,122,16,1
"363","Carlos Matheu",71,18923,46,14,1
"364","Ezequiel Lavezzi",86,18925,130,179,2
"365","Santiago Gentiletti",77,18945,55,38,2
"366","Dante Adrian Senger",61,19000,52,35,1
"367","Guillaume Ducatel",60,19014,126,19,1
"368","Christopher Samba",79,19020,132,124,1
"369","Rafael Miranda",74,19232,126,91,1
"370","Diego Costa",86,19243,118,169,2
"371","Danilo",81,19249,126,174,1
"372","Evandro Goebel",76,19264,141,59,1
"373","Dinei",72,19277,92,1,1
"374","Edivaldo Rojas",65,19281,119,65,1
"375","Rafael Marques",73,19285,126,27,1
"376","Thiago Xavier",66,19297,134,28,1
"377","Edson Sitta",69,19309,49,16,1
"378","Dyego Rocha Coelho",72,19310,106,3,1
"379","Miranda",85,19327,139,146,2
"380","Artur",82,19344,408,112,2
"381","Jonathan",78,19352,151,51,1
"382","Fabionn Lopes Patrick",64,19353,134,33,1
"383","Rodrigo Arroz",67,19370,56,13,1
"384","Bruno China",71,19372,137,100,2
"385","Vinicius Pacheco",71,19380,118,5,1
"386","Diego",73,19393,379,81,1
"387","Galatto",75,19403,383,5,2
"388","Claudio Pitbull",73,19427,136,41,1
"389","Marcelo Boeck",74,19434,368,36,1
"390","Renan",78,19435,389,54,1
"391","Edinho",74,19436,158,13,1
"392","Joao Guilherme",71,19439,135,80,1
"393","Pedro Silva",72,19446,143,33,1
"394","Rivaldo",70,19488,54,6,1
"395","Halisson",70,19489,57,67,1
"396","Josue",82,19511,151,128,1
"397","Renan Silva",69,19512,148,13,1
"398","Cassio",74,19515,365,193,1
"399","Claudemir",70,19524,53,93,1
"400","Silva",70,19531,45,23,1
"401","Neymar",90,19533,141,82,1
"402","Branko Jelic",62,19674,110,8,1
"403","Zhi Zheng",73,19696,154,9,1
"404","Junmin Hao",68,19908,141,7,1
"405","Takafumi Akahoshi",69,20118,50,78,1
"406","Hajime Hosogai",76,20125,68,89,1
"407","Koki Mizuno",78,20174,133,2,1
"408","Kisho Yano",68,20196,64,2,1
"409","Takahito Soma",66,20241,145,13,1
"410","Hulk",85,20276,143,82,1
"411","Carciano",67,20323,134,4,1
"412","Marcelo Silva",71,20325,45,22,1
"413","Rafael Dias",65,20329,62,11,1
"414","Rafael Santos",70,20342,47,2,1
"415","Felipe Santana",77,20396,126,80,1
"416","Dudu",61,20399,125,3,1
"417","Michel Bastos",84,20401,155,126,3
"418","Ederson Tormena",66,20445,135,54,1
"419","Fagner",74,20446,42,24,1
"420","Marcos Ceara",74,20482,139,94,1
"421","Mike Havenaar",72,20645,47,85,2
"422","Shinji Okazaki",78,20694,42,131,2
"423","Robert Cullen",67,20720,48,41,1
"424","Eiji Kawashima",74,20747,367,110,2
"425","Akihiro Ienaga",74,20771,57,4,1
"426","Michihirio Yasuda",70,20790,45,38,1
"427","Erik Friberg",66,21123,135,5,1
"428","Amoreirinha",69,21161,138,32,1
"429","Thiago Neves",80,21164,104,2,1
"430","Daniel Dunst",55,21213,51,9,1
"431","Sebastian Leto",78,21410,152,13,1
"432","Oscar Trejo",77,21414,153,99,2
"433","Juca",74,21445,165,15,1
"434","Hernanes",85,21446,148,144,1
"435","Marc Bertran",74,21450,145,96,1
"436","Andre Leone",73,21458,113,22,1
"437","Mark Burchill",60,21528,111,9,1
"438","Nikola Kalinic",78,21613,118,54,2
"439","David Meul",62,21645,321,34,1
"440","Alexandre Di Gregorio",59,21657,116,8,1
"441","Ibrahima Conte",73,21726,54,49,1
"442","Bart Goossens",57,21744,132,1,1
"443","Mohammed Rabiu",71,21751,130,36,1
"444","Tim Matthijs",68,21753,60,76,1
"445","Jop van der Linden",72,21765,53,76,1
"446","Gregory Lorenzi",66,21776,135,43,2
"447","Esteban Solari",71,21785,132,2,1
"448","Michael Klukowski",69,21812,142,30,1
"449","Rachid Farssi",66,21834,136,93,1
"450","Chris McCann",73,21849,150,7,1
"451","Dudley Campbell",76,21853,134,32,1
"452","Stephen Quinn",71,21864,143,21,1
"453","Junio Cesar Arcanjo Juninho",68,21894,58,2,1
"454","Chris Robertson",63,21914,105,21,1
"455","Raffaele Schiavi",69,21982,141,10,1
"456","Lee Tomlin",70,22045,57,3,1
"457","Giuseppe Aquaro",65,22096,80,38,1
"458","Luigi Beghetto",64,22103,159,4,1
"459","Paulo Lopes",74,22125,367,34,1
"460","Hugo Carreira",69,22126,125,2,1
"461","Tony",68,22128,46,57,1
"462","Hugo Valdir",61,22130,122,1,1
"463","Hugo Morais",72,22131,137,75,1
"464","Rui Borges",65,22134,139,2,1
"465","Tiago Rosa",57,22136,51,2,1
"466","Anselmo",69,22139,134,17,1
"467","Jose Mari",79,22234,126,3,1
"468","Fabrizio Cacciatore",72,22283,143,73,1
"469","Simone Farelli",59,22305,297,1,1
"470","Elkin Soto",76,22313,144,125,1
"471","Leandro Castan",82,22337,143,72,1
"472","Benjamin Fischer",46,22343,111,4,1
"473","Lorenzo Del Prete",70,22355,149,4,1
"474","Drissa Diarra",64,22382,139,56,1
"475","Stefano Ferrario",66,22386,130,29,1
"476","Peterson Pecanha",74,22418,365,56,1
"477","Tiago Valente",70,22421,49,80,2
"478","Ricardo Pedrinha,27",70,22427,143,27,1
"479","Cristiano",74,22428,142,45,1
"480","Ronny Carlos da Silva",68,22434,44,14,1
"481","Garry Wood",55,22444,100,11,1
"482","Rodrigues Saulo",68,22514,127,27,1
"483","Carlitos",66,22519,135,69,1
"484","Elson",73,22535,144,17,1
"485","Radamel Falcao",90,22543,144,147,4
"486","Wason Renteria",76,22544,70,21,1
"487","Marcinho",75,22545,113,25,1
"488","Lorenzo Bucchi",58,22700,288,12,1
"489","Kostadin Hazurov",65,22706,38,28,1
"490","Stanislav Manolev",73,22707,146,79,2
"491","Ivan Ivanov",72,22714,104,11,1
"492","Janicio Martins",69,22732,134,13,1
"493","Martin Skrtel",82,22764,132,220,1
"494","Stilianos Malezas",75,22785,138,21,1
"495","Aleksander Seliga",67,22822,338,32,1
"496","Dusan Svento",75,22824,136,14,1
"497","Marcel Gecov",65,22831,121,21,2
"498","Lukas Jarolim",71,22832,152,15,1
"499","Marek Suchy",78,22834,133,79,1
"500","Dean Hammond",69,22894,128,9,1
"501","Neil Alexander",73,22924,370,52,1
"502","Glenn Loovens",73,22928,128,78,2
"503","Joe Ledley",76,22929,138,151,2
"504","Isaac Osbourne",66,22952,127,67,1
"505","Luke Varney",73,22959,125,24,1
"506","Ben Williams",66,22962,323,74,1
"507","Billy Jones",72,22964,139,99,1
"508","Michael Higdon",71,22969,126,175,2
"509","Ross Turnbull",74,22978,376,28,1
"510","Philip Chidi Onyemah",64,22982,123,22,1
"511","Ivan Cordoba",83,22984,128,57,1
"512","Mark Hudson",72,22988,117,2,1
"513","Ben Watson",73,22991,144,85,1
"514","Tom Soares",68,22994,151,14,2
"515","Julian Speroni",77,22998,379,75,1
"516","Andrew Davies",69,23007,120,31,1
"517","Chris Turner",60,23016,133,3,1
"518","Giles Barnes",74,23019,140,1,1
"519","Boaz Myhill",77,23021,384,116,1
"520","Andrew Dawson",72,23022,129,60,1
"521","Ian Ashbee",73,23023,132,31,1
"522","Nick Barmby",67,23025,134,19,1
"523","Matt Duke",64,23027,323,21,1
"524","Damien Delaney",75,23030,139,97,1
"525","Craig Fagan",72,23034,151,35,1
"526","Ryan France",60,23036,112,1,1
"527","Jimmy Juan",61,23051,134,11,1
"528","Owen Garvan",68,23054,149,1,1
"529","Stephen Crainey",73,23065,127,31,1
"530","Frazer Richardson",69,23069,139,2,1
"531","Shaun Derry",70,23070,137,38,1
"532","Richard Cresswell",70,23072,125,12,1
"533","Matthew Kilgallon",74,23073,142,21,1
"534","Robbie Blake",76,23074,146,20,1
"535","Franco Sosa",72,23075,143,40,1
"536","Rab Douglas",62,23080,310,30,1
"537","Alan Maybury",66,23081,143,76,1
"538","Stephen Hughes",68,23083,146,62,1
"539","Richard Stearman",74,23091,120,67,1
"540","Tommy Wright",61,23093,117,4,1
"541","Kevin Foley",70,23099,144,64,1
"542","Rowan Vine",70,23104,51,32,1
"543","Dean Brill",66,23114,328,61,1
"544","Leon Barnett",71,23115,118,29,1
"545","John Sutton",71,23117,118,180,1
"546","Jody Morris",67,23127,133,84,1
"547","Adam Drury",72,23133,125,12,1
"548","Jason Shackell",75,23134,131,38,1
"549","Dean Ashton",82,23139,111,4,1
"550","Paul Gallacher",68,23141,336,116,1
"551","Jurgen Colin",66,23144,117,24,2
"552","Joe Lewis",68,23147,337,1,1
"553","Marc Janko",76,23148,105,60,3
"554","Frazer Wright",68,23151,128,184,1
"555","Akos Buzsaky",72,23163,144,10,1
"556","Matt Derbyshire",77,23170,118,9,1
"557","Omar Daley",65,23182,137,13,1
"558","Graham Alexander",72,23185,144,33,1
"559","Callum Davidson",71,23186,121,46,1
"560","Youl Mawene",63,23187,57,19,1
"561","David Nugent",78,23190,127,49,1
"562","Matthew Hill",64,23193,98,2,1
"563","Stephen Hunt",77,23225,137,57,1
"564","Lee Bullen,29",66,23249,126,29,1
"565","Glenn Whelan",76,23253,145,209,1
"566","Burton O'Brien",66,23254,146,53,1
"567","Chris Brunt",75,23257,148,188,1
"568","Gabriel Agbonlahor",83,23264,129,215,1
"569","Patrick Kenny,30",80,23265,389,33,1
"570","Phil Jagielka",82,23268,269,224,1
"571","Danny Webber",81,23271,116,4,1
"572","Michael Tonge",74,23275,145,1,1
"573","Nicky Shorey",77,23282,152,94,1
"574","Steve Sidwell",78,23283,152,111,1
"575","Ibrahima Sonko",75,23284,129,16,1
"576","Glen Little",74,23285,145,4,1
"577","Leroy Lita",80,23286,115,4,1
"578","Dave Kitson",76,23288,118,20,1
"579","Kevin Doyle",79,23291,152,84,1
"580","Shane Long",76,23293,120,114,1
"581","Brett Ormerod",71,23299,94,6,1
"582","Djamel Belmadi",68,23304,150,11,1
"583","Nathan Dyer",76,23305,122,96,1
"584","Steve Simonsen",71,23307,360,13,2
"585","Michael Duberry",75,23310,112,49,1
"586","Clint Hill",72,23311,110,65,1
"587","Mamady Sidibe",70,23314,112,36,1
"588","David Templeton",74,23317,111,57,1
"589","Seyi Olofinjana",74,23333,159,25,1
"590","Jody Craddock",73,23334,127,48,1
"591","Jackie McNamara",73,23335,151,42,1
"592","Clarke Carlisle",74,23349,125,27,1
"593","Marlon King",76,23352,97,28,1
"594","Ashley Young",85,23354,172,190,1
"595","Hameur Bouazza",74,23355,131,3,1
"596","Adrian Mariappa",73,23358,119,63,1
"597","Andy Wilkinson",74,23369,122,103,1
"598","Martin Paterson",75,23370,105,17,1
"599","Carl Dickinson",65,23371,132,3,1
"600","Garry Monk",70,23377,130,24,1
"601","Lewis Guy",61,23412,95,17,1
"602","Paul Heffernan",68,23415,98,69,1
